timestamp,reward
2592000,9226.000440987904
5184000,18604.914543997606
7776000,28139.27673206349
10368000,37831.663434277696
12960000,47684.69378200729
15552000,57701.030316650744
18144000,67883.37970912483
20736000,78234.4934912765
23328000,88757.16879941741
25920000,99454.24913018174
28512000,110328.62510891195
31104000,121383.23527077984
