0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1645585809,3968282000000000000000000,27902820450804128471616
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1644296535,5600775000000000000000000,85687513111577116951143
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1643175644,4458599000000000000000000,100507250086257007983662
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1639377130,2000000000000000000000000,94949008890837216382077
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1637305831,1742836000000000000000000,106879413271757548022394
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1633068931,11134208000000000000000000,1004635769217076654475348
0xe69be3d6e5162c9a86fc67fb042cb24f6921be71,1645201960,49266000000000000000000,467332961688240816536
0xe69be3d6e5162c9a86fc67fb042cb24f6921be71,1638961873,7059000000000000000000,354620927280886523437
0xe69be3d6e5162c9a86fc67fb042cb24f6921be71,1637606942,20800000000000000000000,1233443945776708846294
0xce397aa9258de16636bf86a27e965d17c0813782,1644535431,1000000000000000000000000,13762141149796256270072
0xce397aa9258de16636bf86a27e965d17c0813782,1636642380,1658815000000000000000000,109150049765971501687867
0xce397aa9258de16636bf86a27e965d17c0813782,1634923299,153700000000000000000000,11909184238786928289153
0x5c85259865dcf61a8ad9289d73e6b4364024ef6f,1644240418,18659000000000000000000,292211605131343414066
0x5c85259865dcf61a8ad9289d73e6b4364024ef6f,1644172762,97475000000000000000000,1569007287404080981299
0x2cd42a753a6fd7e3669d198f4271146643ce6ce2,1644235343,317421000000000000000000,4981387798843362175566
0x2cd42a753a6fd7e3669d198f4271146643ce6ce2,1639305063,387842000000000000000000,18598326199244531157196
0x35019830f7d41f4ece3619e7904389efd5a44297,1643688340,799097000000000000000000,15360997986097192274977
0x35019830f7d41f4ece3619e7904389efd5a44297,1643435973,200010000000000000000000,4171312326119133905704
0x065ce66f13f390fa7200462ffa4a6284480c4d5a,1643686657,413385000000000000000000,7950974389071878586682
0x065ce66f13f390fa7200462ffa4a6284480c4d5a,1642621588,71265000000000000000000,1862985992360438040471
0x065ce66f13f390fa7200462ffa4a6284480c4d5a,1634082221,1496207000000000000000000,124553307135332885094633
0x6f59fba4b1b6e6b50ad63e953ed5cfeef1604f12,1640332600,18306000000000000000000,753227301392943351890
0x6f59fba4b1b6e6b50ad63e953ed5cfeef1604f12,1640219198,107000000000000000000000,4482821006774120342044
0xb2c71817386f28519b5ae99b74413ae670bb2c7f,1639318513,107803000000000000000000,5159879761775429831594
0xb2c71817386f28519b5ae99b74413ae670bb2c7f,1635463856,929054000000000000000000,68560289414096326461368
0x4558092954685a896c7332d4f8462037d26e0a87,1637079944,313248000000000000000000,19686542024617751780539
0x4558092954685a896c7332d4f8462037d26e0a87,1637079666,30000000000000000000000,1885451570797970305371
0x9532420a9059ec975b2d2439993f31d687e55f59,1636808915,80000000000000000000000,5173996375774513717914
0x9532420a9059ec975b2d2439993f31d687e55f59,1633178458,10000000000000000000000,894726293796553701575
0xe533b13dbc81199f0efb3c9c95b2e08dfba660b7,1636139962,302906000000000000000000,20961520281877623637953
0xe533b13dbc81199f0efb3c9c95b2e08dfba660b7,1635908158,83431000000000000000000,5904777546100773796476
0xd87d0b4aaa2964df95850d858dc7d6d804a0200f,1635816628,451934000000000000000000,32266336779918856538794
0xd87d0b4aaa2964df95850d858dc7d6d804a0200f,1635759228,640976000000000000000000,46013241308123494163237
0x499582689517c7a700b30d833387e518bfd36baa,1634273814,74522000000000000000000,6105633209725732413460
0x499582689517c7a700b30d833387e518bfd36baa,1634003453,229568000000000000000000,19234883607675942327936
0x58186ef1c6e8c2b81923eced5dc9bf66c33fe9f5,1633129795,200421000000000000000000,17999592135853343467940
0x58186ef1c6e8c2b81923eced5dc9bf66c33fe9f5,1633125153,260000000000000000000000,23358659136412174140004
0x58186ef1c6e8c2b81923eced5dc9bf66c33fe9f5,1633117886,150000000000000000000000,13483683802577715586559
